text,label,source,dataset,domain,text_lemma,neutral,joy,surprise,sadness,fear,anger,disgust,vader_neg,vader_neu,vader_pos,vader_compound,urgency,authority,doubt,urgency_presence,authority_presence,doubt_presence,authority_to_doubt_ratio,auth_score,urg_score
"“some experts, such as un climate scientist dr. indur goklany, have defended rising co2 levels as a good thing for humanity.",misinformation,cdl,climate_fever,climate,expert un climate scientist dr indur goklany defend rise co2 level good thing humanity,0.4848114848136902,0.04108164459466934,0.013351223431527615,0.032196417450904846,0.011628097854554653,0.13008441030979156,0.28684675693511963,0.0,0.873,0.127,0.4404,0.0,0.3,0.2,0,1,1,1.4999925000374996,0.3,0.0
"the cement, iron and steel, and petroleum refining industries could see their production cut by 21% 19%, and 11% respectively.”",misinformation,cdl,climate_fever,climate,cement iron steel petroleum refining industry production cut 21 19 11 respectively,0.09498921036720276,0.006602161098271608,0.01709057204425335,0.722755491733551,0.022374248132109642,0.10538570582866669,0.030802683904767036,0.1,0.9,0.0,-0.2732,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
this means the global temperature trend has now shown no further warming for 19 years,misinformation,cdl,climate_fever,climate,mean global temperature trend show warming 19 year,0.8030217289924622,0.019749263301491737,0.14051280915737152,0.010969056747853756,0.0034606936387717724,0.016812384128570557,0.00547415018081665,0.219,0.781,0.0,-0.3907,0.8,0.0,0.3,1,0,1,0.0,0.0,0.8
not everyone is convinced that the evidence is in that climate change is responsible for extreme swings between drought and deluge.,misinformation,cdl,climate_fever,climate,convince evidence climate change responsible extreme swing drought deluge,0.7108780145645142,0.010760985314846039,0.1439281404018402,0.03311518207192421,0.06969019770622253,0.02132076770067215,0.010306721553206444,0.096,0.807,0.098,0.0108,0.2,0.3,0.5,1,1,1,0.5999988000023999,0.3,0.2
final data for 2016 sea level rise have yet to be published.,misinformation,cdl,climate_fever,climate,final datum 2016 sea level rise publish,0.8513878583908081,0.01670738495886326,0.029309885576367378,0.052934929728507996,0.021888600662350655,0.018377238884568214,0.009394092485308647,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"“[…]the impact on calcification, metabolism, growth, fertility and survival of calcifying marine species when ph is lowered up to 0.3 units […] is beneficial, not damaging.",misinformation,cdl,climate_fever,climate,impact calcification metabolism growth fertility survival calcify marine specie ph lower 0.3 unit beneficial damage,0.31350603699684143,0.11498494446277618,0.017902223393321037,0.08166952431201935,0.030408568680286407,0.08344431966543198,0.3580842614173889,0.047,0.694,0.259,0.7719,0.0,0.0,0.6,0,0,1,0.0,0.0,0.0
marine life has nothing whatsoever to fear from ocean acidification.”,misinformation,cdl,climate_fever,climate,marine life whatsoever fear ocean acidification,0.19741997122764587,0.004393826704472303,0.0038663994055241346,0.01592768356204033,0.7408865094184875,0.01534770242869854,0.02215779386460781,0.0,0.774,0.226,0.3875,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"“it’s far too early to tell if what we are seeing in the arctic, and now the antarctic, is a sharp shift towards warmer poles with less ice.",misinformation,cdl,climate_fever,climate,far early tell see arctic antarctic sharp shift warm pole ice,0.812609076499939,0.0031702243722975254,0.0747813805937767,0.011829746887087822,0.051776982843875885,0.02231043204665184,0.023522188887000084,0.0,0.925,0.075,0.296,0.8,0.0,0.5,1,0,1,0.0,0.0,0.8
"“unlike genuine pollutants, carbon dioxide (co2) is an odorless, colorless gas.",misinformation,cdl,climate_fever,climate,unlike genuine pollutant carbon dioxide co2 odorless colorless gas,0.0271395705640316,0.0008874220657162368,0.0015100706368684769,0.005481243133544922,0.009241274558007717,0.008625763468444347,0.9471145868301392,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"but observations, such as those on our co2 coalition website, show that increased co2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree celsius (1.8 degrees fahrenheit)",misinformation,cdl,climate_fever,climate,observation co2 coalition website increase co2 level century cause modest beneficial warming degree celsius 1.8 degree fahrenheit,0.8703190088272095,0.03400788456201553,0.02176850289106369,0.015874849632382393,0.01217566430568695,0.031965531408786774,0.013888557441532612,0.0,0.831,0.169,0.7579,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"“global warming and climate change, even if it is 100% caused by humans, is so slow that it cannot be observed by anyone in their lifetime.",misinformation,cdl,climate_fever,climate,global warming climate change 100 cause human slow observe lifetime,0.7445492744445801,0.0035644567105919123,0.10102469474077225,0.02248646318912506,0.03811545670032501,0.027301805093884468,0.06295788288116455,0.0,0.94,0.06,0.1531,0.0,0.0,0.8,0,0,1,0.0,0.0,0.0
lake-bottom sediments in florida tell us that recent major hurricane activity in the gulf of mexico has been less frequent than in centuries past.,misinformation,cdl,climate_fever,climate,lake sediment florida tell recent major hurricane activity gulf mexico frequent century past,0.9053938388824463,0.004381638020277023,0.038191914558410645,0.011314514093101025,0.015581727959215641,0.010949698276817799,0.014186566695570946,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"“the most famous of these studies, published in 2010 by paul kench and arthur webb of the south pacific applied geoscience commission in fiji, showed that of 27 pacific islands, 14% lost area.",misinformation,cdl,climate_fever,climate,famous study publish 2010 paul kench arthur webb south pacific apply geoscience commission fiji show 27 pacific island 14 lose area,0.3465016484260559,0.013220195658504963,0.16550667583942413,0.3276876211166382,0.03570189327001572,0.051446933299303055,0.059935059398412704,0.067,0.933,0.0,-0.3182,0.2,0.0,0.1,1,0,1,0.0,0.0,0.2
"(in technical lingo, the so-called social cost of carbon would be negative.)”",misinformation,cdl,climate_fever,climate,technical lingo call social cost carbon negative,0.6859860420227051,0.0024396555963903666,0.01514439657330513,0.017610538750886917,0.015782900154590607,0.07351097464561462,0.18952548503875732,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"…obsessing about climate change is avoiding a frank discussion about the here-and-now problems of budget deficits, the federal debt, school choice, entitlement reform, and so on.",misinformation,cdl,climate_fever,climate,obsess climate change avoid frank discussion problem budget deficit federal debt school choice entitlement reform,0.40454503893852234,0.0053152963519096375,0.028658775612711906,0.2875228226184845,0.08640151470899582,0.07852886617183685,0.10902770608663559,0.248,0.752,0.0,-0.765,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"“the oceans, which absorb more than 90% of the extra co2 pumped into the atmosphere“",misinformation,cdl,climate_fever,climate,ocean absorb 90 extra co2 pump atmosphere,0.7248075604438782,0.012728000059723854,0.12454476207494736,0.036204658448696136,0.019408034160733223,0.047524191439151764,0.034782811999320984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
coral bleaching has devastated 93% of the great barrier reef,misinformation,cdl,climate_fever,climate,coral bleaching devastate 93 great barrier reef,0.05850081890821457,0.005099488887935877,0.020600575953722,0.5548291802406311,0.04987490549683571,0.17079493403434753,0.14030008018016815,0.331,0.422,0.247,-0.1027,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
cold kills many more people than heat.,misinformation,cdl,climate_fever,climate,cold kill people heat,0.10673458874225616,0.002066404093056917,0.006836894433945417,0.12385988980531693,0.009748716838657856,0.7068507075309753,0.043902911245822906,0.368,0.632,0.0,-0.5423,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
cold deaths actually occur during moderate temperatures,misinformation,cdl,climate_fever,climate,cold death actually occur moderate temperature,0.19587187469005585,0.0037502991035580635,0.006093519274145365,0.03844989836215973,0.011922025121748447,0.6964518427848816,0.04746057838201523,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"more than half of the 44 studies selected for publication found that raised levels of co2 had little or no impact on marine life, including crabs, limpets, sea urchins and sponges",misinformation,cdl,climate_fever,climate,half 44 study select publication find raise level co2 little impact marine life include crab limpet sea urchin sponge,0.839029848575592,0.027743730694055557,0.02974529005587101,0.033437278121709824,0.004740825854241848,0.018345102667808533,0.04695793241262436,0.06,0.94,0.0,-0.2315,0.0,0.0,0.4,0,0,1,0.0,0.0,0.0
we simply could never release enough co2 into the atmosphere to cause the ph to go below 7 [the point in the ph scale at which a solution becomes acidic].”,misinformation,cdl,climate_fever,climate,simply release co2 atmosphere cause ph 7 point ph scale solution acidic,0.599726676940918,0.0050447843968868256,0.017613960430026054,0.03110175020992756,0.01958284340798855,0.09295880794525146,0.2339712232351303,0.0,0.927,0.073,0.3182,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
"“dr browman, a marine scientist for 35 years, said he was not saying that ocean acidification posed no threat, but that he believed that “a higher level of academic scepticism” should be applied to the topic.",misinformation,cdl,climate_fever,climate,dr browman marine scientist 35 year say say ocean acidification pose threat believe high level academic scepticism apply topic,0.11906664818525314,0.01760002039372921,0.011421515606343746,0.01921957917511463,0.8094450235366821,0.017360946163535118,0.005886321887373924,0.0,0.949,0.051,0.2235,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
"world temperatures, because they have gone up only very slowly, less than half as fast as the scientific consensus predicted in 1990",misinformation,cdl,climate_fever,climate,world temperature go slowly half fast scientific consensus predict 1990,0.5602505803108215,0.0034430359955877066,0.388147234916687,0.013877238146960735,0.005742671899497509,0.017442671582102776,0.011096572503447533,0.0,1.0,0.0,0.0,0.8,0.0,0.5,1,0,1,0.0,0.0,0.8
"there has been no increase in frequency or intensity of storms, floods or droughts, while deaths attributed to such natural disasters have never been fewer",misinformation,cdl,climate_fever,climate,increase frequency intensity storm flood drought death attribute natural disaster few,0.6354184746742249,0.008001397363841534,0.044402115046978,0.2072964906692505,0.06786131858825684,0.026004835963249207,0.01101539097726345,0.185,0.732,0.083,-0.47,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
"antarctica is gaining land-based ice, according to a new study by nasa scientists published in the journal of glaciology",misinformation,cdl,climate_fever,climate,antarctica gain land base ice accord new study nasa scientist publish journal glaciology,0.4502089321613312,0.0415242575109005,0.31118330359458923,0.06005926430225372,0.07162851095199585,0.052562084048986435,0.012833577580749989,0.0,0.865,0.135,0.4215,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
u.s. forest service data show pine beetle infestations have recently declined dramatically throughout the western united states.,misinformation,cdl,climate_fever,climate,u.s forest service datum pine beetle infestation recently decline dramatically western united states,0.7433967590332031,0.0038791371043771505,0.01166306622326374,0.03393835946917534,0.022045588120818138,0.08870523422956467,0.09637180715799332,0.0,0.851,0.149,0.4215,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
"severe storms, floods and agricultural losses may cost a great deal of money, but such extreme weather events—and their resulting costs—are dramatically declining as the earth modestly warms.",misinformation,cdl,climate_fever,climate,severe storm flood agricultural loss cost great deal money extreme weather event result cost dramatically decline earth modestly warm,0.718259871006012,0.016713280230760574,0.006388493813574314,0.12624096870422363,0.06997188180685043,0.033160898834466934,0.02926461584866047,0.111,0.731,0.158,0.3716,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
the late 1970s marked the end of a 30-year cooling trend.,misinformation,cdl,climate_fever,climate,late 1970 mark end 30 year cool trend,0.16447940468788147,0.041907500475645065,0.1793375015258789,0.313876211643219,0.13478462398052216,0.13467729091644287,0.03093736432492733,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"receding polar ice caps have little if any negative impact on human health and welfare, and likely a positive benefit",misinformation,cdl,climate_fever,climate,recede polar ice cap little negative impact human health welfare likely positive benefit,0.12203172594308853,0.8389813899993896,0.0029773118440061808,0.014405498281121254,0.001843848149292171,0.014291048981249332,0.005469228141009808,0.127,0.629,0.244,0.4877,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
eleven percent of all global greenhouse gas emissions caused by humans are caused by deforestation — comparable to the emissions from all of the cars and trucks on the planet.,misinformation,cdl,climate_fever,climate,percent global greenhouse gas emission cause human cause deforestation comparable emission car truck planet,0.6584071516990662,0.005238461773842573,0.036236971616744995,0.06116390600800514,0.01349218375980854,0.1172867938876152,0.10817446559667587,0.0,1.0,0.0,0.0,0.2,0.0,0.7,1,0,1,0.0,0.0,0.2
"etna has already put more than 10,000 times the co2 into the atmosphere than mankind has in our entire time on the earth.",misinformation,cdl,climate_fever,climate,"etna 10,000 time co2 atmosphere mankind entire time earth",0.864800214767456,0.012378649786114693,0.08936864137649536,0.011052352376282215,0.004879043437540531,0.011690150015056133,0.005830902606248856,0.0,1.0,0.0,0.0,0.8,0.0,0.5,1,0,1,0.0,0.0,0.8
"human-produced carbon might be one of the factors of climate change, but there’s simply no evidence that it is a significant one.",misinformation,cdl,climate_fever,climate,human produce carbon factor climate change simply evidence significant,0.9064038395881653,0.002859449479728937,0.023489443585276604,0.013804073445498943,0.007669262122362852,0.016021430492401123,0.02975250408053398,0.112,0.8,0.088,-0.1531,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"in no way, shape, or form are humans warming or cooling the planet.",misinformation,cdl,climate_fever,climate,way shape form human warm cool planet,0.30293166637420654,0.004056517034769058,0.006840216927230358,0.0417160838842392,0.027339793741703033,0.241562157869339,0.3755534589290619,0.149,0.743,0.108,-0.1531,0.0,0.0,0.7,0,0,1,0.0,0.0,0.0
